,full_id,osm_id,osm_type,Area,S_coeff,W_coeff,E_coeff,Chosen_Production,Chosen_Consumption
0,r6994474,6994474,relation,224.03462625,0.3,0.3,0.4,1.0,0.0
1,r7029524,7029524,relation,149.3648475,0.26,0.3,0.44,1.0,-0.0
2,r7171941,7171941,relation,310.86573375,0.36,0.43,0.21,1.0,0.0
3,r8699736,8699736,relation,31.37751375,0.69,0.17,0.14,1.0,-0.0
4,w158852142,158852142,way,45.1911225,0.41,0.27,0.32,1.0,-0.0
5,w211715359,211715359,way,1158.90898125,0.55,0.33,0.12,1.0,0.0
6,w211715360,211715360,way,458.0988449999999,0.4599999999999999,0.42,0.12,1.0,0.0
7,w211715361,211715361,way,703.2306,0.48,0.1699999999999999,0.35,1.0,0.0
8,w222798664,222798664,way,175.71491999999998,0.15,0.26,0.59,1.0,-0.0
9,w246792829,246792829,way,134.65765875,0.36,0.48,0.16,1.0,-0.0
10,w275970161,275970161,way,40.15314375,0.15,0.3,0.55,1.0,-0.0
11,w276462198,276462198,way,168.36712125,0.51,0.39,0.1,1.0,-0.0
12,w276462425,276462425,way,221.48139,0.1,0.62,0.28,1.0,0.0
13,w276462596,276462596,way,728.96001375,0.29,0.35,0.36,1.0,0.0
14,w276465517,276465517,way,448.3347975,0.2299999999999999,0.35,0.42,1.0,0.0
15,w276612247,276612247,way,79.28309625,0.55,0.2799999999999999,0.17,1.0,-0.0
16,w276614920,276614920,way,57.412515,0.3999999999999999,0.3,0.3,1.0,-0.0
17,w306190105,306190105,way,44.6220975,0.5,0.37,0.13,1.0,-0.0
18,w310793317,310793317,way,300.25236375,0.12,0.32,0.56,1.0,0.0
19,w334608597,334608597,way,130.92633,0.01,0.68,0.31,1.0,-0.0
20,w360350164,360350164,way,450.8385075,0.38,0.46,0.16,1.0,0.0
21,w451463764,451463764,way,15.633435,0.25,0.18,0.57,1.0,-0.0
22,w457081001,457081001,way,529.6758675,0.35,0.47,0.18,1.0,0.0
23,w457081002,457081002,way,30.383827499999995,0.36,0.47,0.17,1.0,-0.0
24,w469681591,469681591,way,89.22628125,0.49,0.45,0.06,1.0,-0.0
25,w470854913,470854913,way,1307.8533825,0.25,0.36,0.39,1.0,0.0
26,w470857032,470857032,way,443.6856525,0.37,0.26,0.37,1.0,0.0
27,w470857041,470857041,way,380.30364375,0.13,0.45,0.42,1.0,0.0
28,w470857149,470857149,way,337.29799875,0.19,0.57,0.24,1.0,0.0
29,w470857717,470857717,way,180.5706,0.34,0.42,0.24,1.0,0.0
30,w470861033,470861033,way,153.0487575,0.15,0.48,0.37,1.0,-0.0
31,w470873257,470873257,way,17.72302125,0.38,0.54,0.08,1.0,-0.0
32,w471794722,471794722,way,156.8001075,0.13,0.76,0.11,1.0,-0.0
33,w471798098,471798098,way,237.32662875,0.43,0.13,0.44,1.0,0.0
34,w471806511,471806511,way,223.13050875,0.39,0.32,0.29,1.0,0.0
35,w471807964,471807964,way,63.330375,0.1699999999999999,0.06,0.77,1.0,-0.0
36,w471808314,471808314,way,32.78427,0.07,0.72,0.21,1.0,-0.0
37,w471814282,471814282,way,66.67287,0.16,0.38,0.46,1.0,-0.0
38,w471826095,471826095,way,37.73584125,0.43,0.56,0.01,1.0,-0.0
39,w471832770,471832770,way,66.08909249999999,0.39,0.03,0.58,1.0,-0.0
40,w471833472,471833472,way,58.68333749999999,0.08,0.5,0.42,1.0,-0.0
41,w471834676,471834676,way,97.5667125,0.21,0.57,0.22,1.0,-0.0
42,w471847569,471847569,way,25.33215,0.18,0.48,0.34,1.0,-0.0
43,w471868674,471868674,way,66.963705,0.38,0.34,0.28,1.0,-0.0
44,w471870777,471870777,way,81.269415,0.21,0.25,0.54,1.0,-0.0
45,w471892367,471892367,way,94.5445575,0.03,0.03,0.94,1.0,-0.0
46,w471937110,471937110,way,227.470905,0.49,0.24,0.27,1.0,0.0
47,w471949662,471949662,way,97.03773,0.33,0.11,0.56,1.0,-0.0
48,w471950486,471950486,way,335.501355,0.28,0.31,0.41,1.0,0.0
49,w471960417,471960417,way,270.7947825,0.28,0.27,0.45,1.0,0.0
50,w471961055,471961055,way,103.06412625,0.18,0.6,0.22,1.0,-0.0
51,w471961056,471961056,way,29.079284999999995,0.41,0.31,0.28,1.0,-0.0
52,w471963602,471963602,way,763.8149025,0.3999999999999999,0.18,0.42,1.0,0.0
53,w471964854,471964854,way,93.46024875,0.54,0.13,0.33,1.0,-0.0
54,w471966641,471966641,way,631.27949625,0.32,0.38,0.3,1.0,0.0
55,w471968311,471968311,way,42.85074375,0.02,0.51,0.47,1.0,-0.0
56,w472275200,472275200,way,187.6328325,0.56,0.0,0.44,1.0,0.0
57,w472275205,472275205,way,13.98220875,0.16,0.55,0.29,1.0,-0.0
58,w472275544,472275544,way,2943.4335525,0.3999999999999999,0.1399999999999999,0.46,1.0,0.0
59,w472369085,472369085,way,120.4583775,0.28,0.4,0.32,1.0,-0.0
60,w472392544,472392544,way,114.7934175,0.38,0.26,0.36,1.0,-0.0
61,w472398031,472398031,way,24.7399425,0.33,0.51,0.16,1.0,-0.0
62,w472411995,472411995,way,5.69868,0.2799999999999999,0.35,0.37,1.0,-0.0
63,w472418907,472418907,way,87.3242625,0.31,0.45,0.24,1.0,-0.0
64,w472420794,472420794,way,19.35844125,0.34,0.2,0.46,1.0,-0.0
65,w472423762,472423762,way,46.61684625,0.2,0.32,0.48,1.0,-0.0
66,w472427810,472427810,way,129.0949125,0.43,0.27,0.3,1.0,-0.0
67,w472427813,472427813,way,242.805075,0.45,0.54,0.01,1.0,0.0
68,w473444135,473444135,way,493.1781825,0.64,0.08,0.28,1.0,0.0
69,w473453431,473453431,way,41.833875,0.03,0.72,0.25,1.0,-0.0
70,w475448882,475448882,way,9.951615,0.46,0.02,0.52,1.0,-0.0
71,w475449239,475449239,way,13.384732499999998,0.1399999999999999,0.36,0.5,1.0,-0.0
72,w475616869,475616869,way,67.1597025,0.05,0.41,0.54,1.0,-0.0
73,w475691042,475691042,way,386.4543825,0.17,0.12,0.71,1.0,0.0
74,w475720681,475720681,way,1821.83153625,0.15,0.41,0.44,1.0,0.0
75,w475726035,475726035,way,96.48978,0.58,0.06,0.36,1.0,-0.0
76,w475743546,475743546,way,201.953295,0.4,0.23,0.37,1.0,0.0
77,w475955282,475955282,way,122.68916625,0.22,0.37,0.41,1.0,-0.0
78,w476744098,476744098,way,88.2557775,0.35,0.09,0.56,1.0,-0.0
79,w476748298,476748298,way,11.00958,0.52,0.13,0.35,1.0,-0.0
80,w476751523,476751523,way,343.15052625,0.38,0.45,0.17,1.0,0.0
81,w476752904,476752904,way,121.5374175,0.36,0.3399999999999999,0.3,1.0,-0.0
82,w476754097,476754097,way,57.91093875000001,0.25,0.5,0.25,1.0,-0.0
83,w476767732,476767732,way,562.25676375,0.2299999999999999,0.1999999999999999,0.5700000000000001,1.0,0.0
84,w477680540,477680540,way,222.23271375,0.22,0.14,0.64,1.0,0.0
85,w477681559,477681559,way,32.518725,0.43,0.3,0.27,1.0,-0.0
86,w477683531,477683531,way,132.67977,0.45,0.49,0.06,1.0,-0.0
87,w478154604,478154604,way,20.65666125,0.52,0.01,0.47,1.0,-0.0
88,w478824512,478824512,way,12.087566249999998,0.0,0.45,0.55,1.0,-0.0
89,w482560351,482560351,way,57.96994875,0.34,0.41,0.25,1.0,-0.0
90,w482663286,482663286,way,40.0530375,0.06,0.42,0.52,1.0,-0.0
91,w482663294,482663294,way,43.51249875,0.44,0.23,0.33,1.0,-0.0
92,w482692533,482692533,way,136.92954375,0.03,0.52,0.45,1.0,-0.0
93,w482693532,482693532,way,1330.6365112499998,0.55,0.42,0.03,1.0,0.0
94,w482824932,482824932,way,212.27688375,0.13,0.18,0.69,1.0,-0.0
95,w482824933,482824933,way,23.3110575,0.41,0.38,0.21,1.0,-0.0
96,w482824940,482824940,way,26.80845375,0.57,0.43,0.0,1.0,-0.0
97,w482824945,482824945,way,60.51159375,0.44,0.54,0.02,1.0,-0.0
98,w482847065,482847065,way,86.99865375,0.57,0.32,0.11,1.0,-0.0
99,w484142317,484142317,way,4447.05577125,0.06,0.27,0.67,1.0,0.0
100,w484149718,484149718,way,33.9117825,0.05,0.58,0.37,1.0,-0.0
101,w486178725,486178725,way,107.53202625,0.4,0.09,0.51,1.0,-0.0
102,w486180357,486180357,way,62.15017499999999,0.4599999999999999,0.13,0.41,1.0,-0.0
103,w488116637,488116637,way,60.56428125,0.26,0.1,0.64,1.0,-0.0
104,w494844375,494844375,way,45.1194675,0.01,0.45,0.54,1.0,-0.0
105,w495288557,495288557,way,17.50173375,0.15,0.35,0.5,1.0,-0.0
106,w495289198,495289198,way,21.6629925,0.58,0.0,0.42,1.0,-0.0
107,w495289201,495289201,way,18.6703425,0.24,0.38,0.38,1.0,-0.0
108,w504624472,504624472,way,62.0131875,0.34,0.29,0.37,1.0,-0.0
109,w504625974,504625974,way,487.3066875,0.38,0.04,0.58,1.0,0.0
110,w504627428,504627428,way,42.533565,0.18,0.12,0.7,1.0,-0.0
111,w506258669,506258669,way,166.57153125,0.15,0.67,0.18,1.0,-0.0
112,w506258673,506258673,way,775.0773825,0.23,0.32,0.45,1.0,0.0
113,w506258680,506258680,way,591.0378374999999,0.43,0.55,0.02,1.0,0.0
114,w506274183,506274183,way,65.08802999999999,0.09,0.1,0.81,1.0,-0.0
115,w506294760,506294760,way,32.702077499999994,0.42,0.54,0.04,1.0,1.0
116,w506297655,506297655,way,15.773583749999998,0.04,0.51,0.45,1.0,-0.0
117,w506297776,506297776,way,9.673425,0.48,0.18,0.34,1.0,0.0
118,w510573954,510573954,way,1297.8132525,0.72,0.12,0.16,1.0,0.0
119,w516262156,516262156,way,45.1236825,0.19,0.53,0.28,1.0,-0.0
120,w520426091,520426091,way,18.56812875,0.21,0.45,0.34,1.0,-0.0
121,w520426092,520426092,way,212.94074625,0.29,0.48,0.23,1.0,0.0
122,w528153537,528153537,way,163.7548575,0.42,0.02,0.56,1.0,-0.0
123,w533817233,533817233,way,79.51492125,0.44,0.45,0.11,1.0,-0.0
124,w533817237,533817237,way,179.86142625,0.34,0.14,0.52,1.0,-0.0
125,w533818162,533818162,way,72.6666,0.78,0.0,0.22,1.0,-0.0
126,w533818170,533818170,way,50.9783175,0.39,0.44,0.17,1.0,-0.0
127,w533818171,533818171,way,74.10707624999999,0.26,0.1,0.64,1.0,-0.0
128,w533818175,533818175,way,66.38625,0.34,0.2,0.46,1.0,-0.0
129,w533818266,533818266,way,84.51601874999999,0.24,0.52,0.24,1.0,-0.0
130,w533819771,533819771,way,114.43830375,0.47,0.07,0.46,1.0,-0.0
131,w533819772,533819772,way,41.9034225,0.22,0.39,0.39,1.0,-0.0
132,w533819775,533819775,way,59.5221225,0.43,0.4,0.17,1.0,-0.0
133,w533819776,533819776,way,69.1365375,0.29,0.65,0.06,1.0,-0.0
134,w533821089,533821089,way,55.8382125,0.46,0.12,0.42,1.0,1.0
135,w533821090,533821090,way,83.94488625,0.72,0.15,0.13,1.0,-0.0
136,w533822055,533822055,way,29.21521875,0.53,0.38,0.09,1.0,-0.0
137,w534569497,534569497,way,15.743025,0.46,0.2,0.34,1.0,1.0
138,w534569501,534569501,way,17.62607625,0.54,0.35,0.11,1.0,-0.0
139,w534573301,534573301,way,13.6249875,0.38,0.33,0.29,1.0,1.0
140,w535343094,535343094,way,9.395235,0.24,0.36,0.4,1.0,-0.0
141,w535346947,535346947,way,145.43330625000002,0.4,0.03,0.57,1.0,-0.0
142,w535359998,535359998,way,535.3460962500001,0.47,0.41,0.12,1.0,0.0
143,w535368180,535368180,way,8.56488,0.62,0.02,0.36,1.0,-0.0
144,w541775517,541775517,way,34.8053625,0.24,0.38,0.38,1.0,-0.0
145,w541779229,541779229,way,67.76877,0.43,0.3,0.27,1.0,-0.0
146,w541914145,541914145,way,57.47890125,0.19,0.02,0.79,1.0,-0.0
147,w541923135,541923135,way,57.336645,0.42,0.41,0.17,1.0,-0.0
148,w541965092,541965092,way,93.206295,0.44,0.53,0.03,1.0,-0.0
149,w541965101,541965101,way,293.4483,0.48,0.49,0.03,1.0,0.0
150,w541969488,541969488,way,287.68955625,0.05,0.54,0.41,1.0,0.0
151,w543183748,543183748,way,53.560005,0.28,0.64,0.08,1.0,-0.0
152,w543183749,543183749,way,5.76928125,0.56,0.41,0.03,1.0,-0.0
153,w543189524,543189524,way,52.008885,0.0,0.98,0.02,1.0,-0.0
154,w554132282,554132282,way,17.3721225,0.52,0.41,0.07,1.0,-0.0
155,w574606560,574606560,way,77.67296625,0.14,0.49,0.37,1.0,-0.0
156,w574606573,574606573,way,38.8011825,0.24,0.26,0.5,1.0,-0.0
157,w574612623,574612623,way,80.8500225,0.4,0.22,0.38,1.0,-0.0
158,w574617561,574617561,way,39.34386375,0.37,0.0,0.63,1.0,-0.0
159,w574617568,574617568,way,74.57177999999999,0.12,0.4,0.48,1.0,-0.0
160,w574617569,574617569,way,73.29885,0.29,0.1,0.61,1.0,-0.0
161,w579393918,579393918,way,57.61167375,0.6,0.29,0.11,1.0,-0.0
162,w579405944,579405944,way,643.9308187500001,0.52,0.13,0.35,1.0,0.0
163,w579411994,579411994,way,104.77963125,0.26,0.35,0.39,1.0,-0.0
164,w579411999,579411999,way,55.95728625,0.36,0.37,0.27,1.0,-0.0
165,w579412003,579412003,way,54.54736875,0.44,0.17,0.39,1.0,-0.0
166,w586115796,586115796,way,76.11236249999999,0.21,0.41,0.38,1.0,-0.0
167,w586115799,586115799,way,56.77604999999999,0.13,0.44,0.43,1.0,-0.0
168,w588230674,588230674,way,113.07475125,0.28,0.39,0.33,1.0,-0.0
169,w588230676,588230676,way,111.38559,0.45,0.22,0.33,1.0,-0.0
170,w588230681,588230681,way,67.27034625,0.25,0.31,0.44,1.0,-0.0
171,w588230696,588230696,way,104.95666125,0.2,0.41,0.39,1.0,-0.0
172,w588232920,588232920,way,149.24472,0.23,0.46,0.31,1.0,-0.0
173,w588237662,588237662,way,234.8661225,0.35,0.36,0.29,1.0,0.0
174,w588237665,588237665,way,119.83982625,0.25,0.3,0.45,1.0,-0.0
175,w588237910,588237910,way,51.05313375,0.23,0.14,0.63,1.0,-0.0
176,w588238459,588238459,way,73.058595,0.62,0.34,0.04,1.0,-0.0
177,w588814368,588814368,way,39.296445,0.1,0.53,0.37,1.0,-0.0
178,w592485510,592485510,way,77.97749999999999,0.25,0.24,0.51,1.0,1.0
179,w592487869,592487869,way,35.960272499999995,0.3,0.46,0.24,1.0,-0.0
180,w592487872,592487872,way,69.9331725,0.37,0.16,0.47,1.0,-0.0
181,w592487873,592487873,way,145.23098625,0.31,0.14,0.55,1.0,-0.0
182,w592487874,592487874,way,110.108445,0.41,0.25,0.34,1.0,0.0
183,w592488496,592488496,way,120.477345,0.36,0.21,0.43,1.0,-0.0
184,w592488500,592488500,way,58.04792625,0.19,0.43,0.38,1.0,-0.0
185,w592781545,592781545,way,41.72533875,0.04,0.57,0.39,1.0,-0.0
186,w592868589,592868589,way,104.26750875,0.3,0.28,0.42,1.0,-0.0
187,w592868597,592868597,way,91.49922,0.31,0.39,0.3,1.0,-0.0
188,w592868598,592868598,way,193.53277875,0.2,0.41,0.39,1.0,0.0
189,w592874727,592874727,way,61.2502725,0.11,0.29,0.6,1.0,-0.0
190,w601833450,601833450,way,117.21915,0.57,0.39,0.04,1.0,-0.0
191,w601844646,601844646,way,76.90689,0.36,0.09,0.55,1.0,-0.0
192,w603537107,603537107,way,22.3247475,0.16,0.27,0.57,1.0,-0.0
193,w603537108,603537108,way,142.46805375,0.31,0.38,0.31,1.0,-0.0
194,w605088179,605088179,way,54.77603250000001,0.51,0.01,0.48,1.0,-0.0
195,w620980889,620980889,way,44.303865,0.38,0.22,0.4,1.0,-0.0
196,w620984134,620984134,way,49.867665,0.37,0.19,0.44,1.0,-0.0
197,w620985278,620985278,way,62.92257375,0.15,0.81,0.04,1.0,-0.0
198,w621838492,621838492,way,57.09955125,0.16,0.52,0.32,1.0,-0.0
199,w622149918,622149918,way,81.24517875,0.12,0.5,0.38,1.0,-0.0
200,w625669094,625669094,way,92.33273625,0.14,0.84,0.02,1.0,-0.0
201,w625671304,625671304,way,44.83179375,0.19,0.46,0.35,1.0,-0.0
202,w625671306,625671306,way,33.94444875,0.23,0.69,0.08,1.0,-0.0
203,w629297578,629297578,way,25.32266625,0.61,0.27,0.12,1.0,-0.0
204,w629297579,629297579,way,39.24164999999999,0.21,0.5,0.29,1.0,-0.0
205,w630331862,630331862,way,43.654755,0.3,0.16,0.54,1.0,-0.0
206,w631683572,631683572,way,17.34051,0.24,0.1699999999999999,0.59,1.0,-0.0
207,w631683573,631683573,way,5.188665,0.33,0.29,0.38,1.0,-0.0
208,w631683975,631683975,way,8.8283175,0.46,0.15,0.39,1.0,-0.0
209,w631819075,631819075,way,40.61890125,0.58,0.4,0.02,1.0,-0.0
210,w631819126,631819126,way,25.66408125,0.5,0.31,0.19,1.0,-0.0
211,w631821517,631821517,way,41.35231125,0.32,0.17,0.51,1.0,-0.0
212,w632582578,632582578,way,16.943246249999998,0.42,0.14,0.44,1.0,-0.0
213,w633731452,633731452,way,288.259635,0.27,0.38,0.35,1.0,0.0
214,w640498558,640498558,way,10.6112625,0.31,0.31,0.38,1.0,-0.0
215,w642007899,642007899,way,129.65656125,0.09,0.25,0.66,1.0,-0.0
216,w642007939,642007939,way,134.86630125,0.2,0.41,0.39,1.0,-0.0
217,w643528419,643528419,way,96.47608125,0.27,0.34,0.39,1.0,-0.0
218,w643944386,643944386,way,220.5182625,0.81,0.06,0.13,1.0,0.0
219,w645087064,645087064,way,6671.76649125,0.6,0.04,0.36,1.0,0.0
220,w657651680,657651680,way,4.7692725,0.1,0.22,0.68,1.0,-0.0
221,w662743557,662743557,way,51.58633125,0.21,0.14,0.65,1.0,-0.0
222,w662743558,662743558,way,22.2868125,0.23,0.24,0.53,1.0,-0.0
223,w781512958,781512958,way,107.00725875,0.33,0.44,0.23,1.0,-0.0
224,w784598628,784598628,way,33.53770125,0.47,0.33,0.2,1.0,-0.0
225,w881761417,881761417,way,5.34988875,0.45,0.16,0.39,1.0,-0.0
226,w881761418,881761418,way,20.919045,0.21,0.37,0.42,1.0,-0.0
227,w881761419,881761419,way,4.7524125,0.35,0.31,0.34,1.0,-0.0
228,w881761420,881761420,way,8.097015,0.14,0.51,0.35,1.0,-0.0
229,w881761421,881761421,way,9.09597,0.71,0.09,0.2,1.0,-0.0
230,w881761422,881761422,way,8.244539999999999,0.27,0.2,0.53,1.0,-0.0
231,w881761423,881761423,way,3.82405875,0.45,0.25,0.3,1.0,-0.0
232,w881761424,881761424,way,4.19076375,0.02,0.42,0.56,1.0,1.0
233,w881761425,881761425,way,6.519551249999999,0.07,0.47,0.46,1.0,-0.0
234,w881761426,881761426,way,19.57972875,0.31,0.3,0.39,1.0,-0.0
235,w881761430,881761430,way,20.438535,0.53,0.2,0.27,1.0,-0.0
236,w881941841,881941841,way,124.65335625,0.46,0.3,0.24,1.0,-0.0
237,w979842352,979842352,way,19.07392875,0.12,0.05,0.83,1.0,-0.0
238,w979842353,979842353,way,14.039111249999998,0.73,0.15,0.12,1.0,-0.0
239,w979844292,979844292,way,92.2178775,0.43,0.09,0.48,1.0,-0.0
240,w980611822,980611822,way,1567.04110875,0.19,0.68,0.13,1.0,0.0
241,w980611823,980611823,way,583.1873999999999,0.35,0.57,0.08,1.0,0.0
242,w980611824,980611824,way,340.55197875,0.11,0.82,0.07,1.0,0.0
243,w1083205991,1083205991,way,14.512245,0.08,0.85,0.07,1.0,-0.0
244,w1083279085,1083279085,way,39.25324125,0.27,0.58,0.15,1.0,-0.0
245,w1083279086,1083279086,way,20.90323875,0.57,0.24,0.19,1.0,-0.0
246,w1083279087,1083279087,way,22.16352375,0.14,0.6,0.26,1.0,-0.0
247,w1083279088,1083279088,way,12.6302475,0.3399999999999999,0.4599999999999999,0.2,1.0,-0.0
248,w1083279089,1083279089,way,11.1802875,0.39,0.54,0.07,1.0,-0.0
249,w1083279095,1083279095,way,25.6419525,0.44,0.37,0.19,1.0,-0.0
250,w1083279096,1083279096,way,99.09570375,0.75,0.07,0.18,1.0,-0.0
251,w1083279097,1083279097,way,12.635516249999998,0.55,0.12,0.33,1.0,-0.0
252,w1083279098,1083279098,way,17.0391375,0.17,0.73,0.1,1.0,-0.0
253,w1083279099,1083279099,way,24.763125,0.48,0.52,0.0,1.0,-0.0
254,w1083279100,1083279100,way,11.31200625,0.23,0.15,0.62,1.0,-0.0
255,w1083279101,1083279101,way,9.122313749999998,0.35,0.5,0.15,1.0,-0.0
256,w1083279102,1083279102,way,11.342565,0.03,0.34,0.63,1.0,-0.0
257,w1190124851,1190124851,way,33.1699425,0.47,0.22,0.31,1.0,-0.0
258,w1190124852,1190124852,way,115.9483275,0.75,0.24,0.01,1.0,-0.0
259,w1207656377,1207656377,way,16.6935075,0.46,0.27,0.27,1.0,-0.0
260,w469491620,469491620,way,21.72305625,0.48,0.14,0.38,1.0,-0.0
261,w476753360,476753360,way,117.69017624999998,0.04,0.1,0.86,1.0,-0.0
262,w535351168,535351168,way,9.30672,0.04,0.85,0.11,1.0,-0.0
263,w543183760,543183760,way,221.35810125,0.19,0.39,0.42,1.0,0.0
264,w543184811,543184811,way,128.09701125,0.36,0.16,0.48,1.0,-0.0
